"","title","author","subject","abstract","date"
"110","time of flight modulation of intensity by zero effort on larmor","n. geerits, s. r. parnell, m.a. thijs, a.a. van well, c. franz, a.l. washington, d. raspino, r.m. dalgliesh, j. plomp","applied physics","a time of flight modulation of intensity by zero effort (mieze) spectrometer mode has been developed for the larmor instrument at the isis pulsed neutron source. the instrument utilizes resonant neutron spin flippers which employ electromagnets with pole shoes, allowing the flippers to operate at frequencies of up to 3 mhz. tests were conducted at modulation frequencies of 103 khz, 413 khz, 826 khz and 1.03 mhz, resulting in a fourier time range of ~0.1 ns to 30 ns using wavelength band of 4 å-11 å.",2019-09-11
"111","a study of context dependencies in multi-page product search","keping bi, choon hui teo, yesh dattatreya, vijai mohan, w. bruce croft","information retrieval","in product search, users tend to browse results on multiple search result pages (serps) (e.g., for queries on clothing and shoes) before deciding which item to purchase. users' clicks can be considered as implicit feedback which indicates their preferences and used to re-rank subsequent serps. relevance feedback (rf) techniques are usually involved to deal with such scenarios. however, these methods are designed for document retrieval, where relevance is the most important criterion. in contrast, product search engines need to retrieve items that are not only relevant but also satisfactory in terms of customers' preferences. personalization based on users' purchase history has been shown to be effective in product search. however, this method captures users' long-term interest, which does not always align with their short-term interest, and does not benefit customers with little or no purchase history. in this paper, we study rf techniques based on both long-term and short-term context dependencies in multi-page product search. we also propose an end-to-end context-aware embedding model which can capture both types of context. our experimental results show that short-term context leads to much better performance compared with long-term and no context. moreover, our proposed model is more effective than state-of-art word-based rf models.",2019-09-09
"112","learning wear patterns on footwear outsoles using convolutional neural networks","xavier francis, hamid sharifzadeh, angus newton, nilufar baghaei, soheil varastehpour","computer vision and pattern recognition","footwear outsoles acquire characteristics unique to the individual wearing them over time. forensic scientists largely rely on their skills and knowledge, gained through years of experience, to analyse such characteristics on a shoeprint. in this work, we present a convolutional neural network model that can predict the wear pattern on a unique dataset of shoeprints that captures the life and wear of a pair of shoes. we present an additional architecture able to reconstruct the outsole back to its original state on a given week, and provide empirical evaluations of the performance of both models.",2019-07-28
"113","the carnegie-chicago hubble program. viii. an independent determination of the hubble constant based on the tip of the red giant branch","wendy l. freedman, barry f. madore, dylan hatt, taylor j. hoyt, in-sung jang, rachael l. beaton, christopher r. burns, myung gyoon lee, andrew j. monson, jillian r. neeley, mark m. phillips, jeffrey a. rich, mark seibert","cosmology and nongalactic astrophysics","we present a new and independent determination of the local value of the hubble constant based on a calibration of the tip of the red giant branch (trgb) applied to type ia supernovae (sneia). we find a value of ho = 69.8 +/- 0.8 (+/-1.1\% stat) +/- 1.7 (+/-2.4\% sys) km/sec/mpc. the trgb method is both precise and accurate, and is parallel to, but independent of the cepheid distance scale. our value sits midway in the range defined by the current hubble tension. it agrees at the 1.2-sigma level with that of the planck 2018 estimate, and at the 1.7-sigma level with the shoes measurement of ho based on the cepheid distance scale. the trgb distances have been measured using deep hubble space telescope (hst) advanced camera for surveys (acs) imaging of galaxy halos. the zero point of the trgb calibration is set with a distance modulus to the large magellanic cloud of 18.477 +/- 0.004 (stat) +/-0.020 (sys) mag, based on measurement of 20 late-type detached eclipsing binary (deb) stars, combined with an hst parallax calibration of a 3.6 micron cepheid leavitt law based on spitzer observations. we anchor the trgb distances to galaxies that extend our measurement into the hubble flow using the recently completed carnegie supernova project i sample containing about 100 well-observed sneia. there are several advantages of halo trgb distance measurements relative to cepheid variables: these include low halo reddening, minimal effects of crowding or blending of the photometry, only a shallow (calibrated) sensitivity to metallicity in the i-band, and no need for multiple epochs of observations or concerns of different slopes with period. in addition, the host masses of our trgb host-galaxy sample are higher on average than the cepheid sample, better matching the range of host-galaxy masses in the csp distant sample, and reducing potential systematic effects in the sneia measurements.",2019-07-12
"114","a bayesian hierarchical model for evaluating forensic footwear evidence","neil a. spencer, jared s. murray","applications","when a latent shoeprint is discovered at a crime scene, forensic analysts inspect it for distinctive patterns of wear such as scratches and holes (known as accidentals) on the source shoe's sole. if its accidentals correspond to those of a suspect's shoe, the print can be used as forensic evidence to place the suspect at the crime scene. the strength of this evidence depends on the random match probability---the chance that a shoe chosen at random would match the crime scene print's accidentals. evaluating random match probabilities requires an accurate model for the spatial distribution of accidentals on shoe soles. a recent report by the president's council of advisors in science and technology criticized existing models in the literature, calling for new empirically validated techniques. we respond to this request with a new spatial point process model for accidental locations, developed within a hierarchical bayesian framework. we treat the tread pattern of each shoe as a covariate, allowing us to pool information across large heterogeneous databases of shoes. existing models ignore this information; our results show that including it leads to significantly better model fit. we demonstrate this by fitting our model to one such database.",2019-06-12
"115","learning nearest neighbor graphs from noisy distance samples","blake mason, ardhendu tripathy, robert nowak","machine learning","we consider the problem of learning the nearest neighbor graph of a dataset of n items. the metric is unknown, but we can query an oracle to obtain a noisy estimate of the distance between any pair of items. this framework applies to problem domains where one wants to learn people's preferences from responses commonly modeled as noisy distance judgments. in this paper, we propose an active algorithm to find the graph with high probability and analyze its query complexity. in contrast to existing work that forces euclidean structure, our method is valid for general metrics, assuming only symmetry and the triangle inequality. furthermore, we demonstrate efficiency of our method empirically and theoretically, needing only o(n log(n)delta^-2) queries in favorable settings, where delta^-2 accounts for the effect of noise. using crowd-sourced data collected for a subset of the ut zappos50k dataset, we apply our algorithm to learn which shoes people believe are most similar and show that it beats both an active baseline and ordinal embedding.",2019-05-30
"116","gasp xviii: star formation quenching due to agn feedback in the central region of a jellyfish galaxy","koshy george, b. m. poggianti, c. bellhouse, m. radovich, j. fritz, r. paladino, d. bettoni, y. jaffé, a. moretti, m. gullieuszik, b. vulcani, g. fasano, c. s. stalin, a. subramaniam, s.n. tandon","astrophysics of galaxies","we report evidence for star formation quenching in the central 8.6 kpc region of the jellyfish galaxy jo201 which hosts an active galactic nucleus, while undergoing strong ram pressure stripping. the ultraviolet imaging data of the galaxy disk reveal a region with reduced flux around the center of the galaxy and a horse shoe shaped region with enhanced flux in the outer disk. the characterization of the ionization regions based on emission line diagnostic diagrams shows that the region of reduced flux seen in the ultraviolet is within the agn-dominated area. the co j$_{2-1}$ map of the galaxy disk reveals a cavity in the central region. the image of the galaxy disk at redder wavelengths (9050-9250 $\overset{\lower.5em\circ}{\mathrm{a}}$) reveals the presence of a stellar bar. the star formation rate map of the galaxy disk shows that the star formation suppression in the cavity occurred in the last few 10$^8$ yr. we present several lines of evidence supporting the scenario that suppression of star formation in the central region of the disk is most likely due to the feedback from the agn. the observations reported here make jo201 a unique case of agn feedback and environmental effects suppressing star formation in a spiral galaxy.",2019-05-22
"117","machine learning based english sentiment analysis","t. n. t. tran, l. k. n. nguyen, v. m. ngo","computation and language","sentiment analysis or opinion mining aims to determine attitudes, judgments and opinions of customers for a product or a service. this is a great system to help manufacturers or servicers know the satisfaction level of customers about their products or services. from that, they can have appropriate adjustments. we use a popular machine learning method, being support vector machine, combine with the library in waikato environment for knowledge analysis (weka) to build java web program which analyzes the sentiment of english comments belongs one in four types of woman products. that are dresses, handbags, shoes and rings. we have developed and test our system with a training set having 300 comments and a test set having 400 comments. the experimental results of the system about precision, recall and f measures for positive comments are 89.3%, 95.0% and 92,.1%; for negative comments are 97.1%, 78.5% and 86.8%; and for neutral comments are 76.7%, 86.2% and 81.2%.",2019-05-16
"118","inferring the importance of product appearance: a step towards the screenless revolution","yongshun gong, jinfeng yi, dongdong chen, jian zhang, jiayu zhou, zhihua zhou","computer vision and pattern recognition","nowadays, almost all the online orders were placed through screened devices such as mobile phones, tablets, and computers. with the rapid development of the internet of things (iot) and smart appliances, more and more screenless smart devices, e.g., smart speaker and smart refrigerator, appear in our daily lives. they open up new means of interaction and may provide an excellent opportunity to reach new customers and increase sales. however, not all the items are suitable for screenless shopping, since some items' appearance play an important role in consumer decision making. typical examples include clothes, dolls, bags, and shoes. in this paper, we aim to infer the significance of every item's appearance in consumer decision making and identify the group of items that are suitable for screenless shopping. specifically, we formulate the problem as a classification task that predicts if an item's appearance has a significant impact on people's purchase behavior. to solve this problem, we extract features from three different views, namely items' intrinsic properties, items' images, and users' comments, and collect a set of necessary labels via crowdsourcing. we then propose an iterative semi-supervised learning framework with three carefully designed loss functions. we conduct extensive experiments on a real-world transaction dataset collected from the online retail giant this http url. experimental results verify the effectiveness of the proposed method.",2019-05-01
"119","pixels to plans: learning non-prehensile manipulation by imitating a planner","tarik tosun, eric mitchell, ben eisner, jinwook huh, bhoram lee, daewon lee, volkan isler, h. sebastian seung, daniel lee","robotics","we present a novel method enabling robots to quickly learn to manipulate objects by leveraging a motion planner to generate ""expert"" training trajectories from a small amount of human-labeled data. in contrast to the traditional sense-plan-act cycle, we propose a deep learning architecture and training regimen called ptpnet that can estimate effective end-effector trajectories for manipulation directly from a single rgb-d image of an object. additionally, we present a data collection and augmentation pipeline that enables the automatic generation of large numbers (millions) of training image and trajectory examples with almost no human labeling effort. we demonstrate our approach in a non-prehensile tool-based manipulation task, specifically picking up shoes with a hook. in hardware experiments, ptpnet generates motion plans (open-loop trajectories) that reliably (89% success over 189 trials) pick up four very different shoes from a range of positions and orientations, and reliably picks up a shoe it has never seen before. compared with a traditional sense-plan-act paradigm, our system has the advantages of operating on sparse information (single rgb-d frame), producing high-quality trajectories much faster than the ""expert"" planner (300ms versus several seconds), and generalizing effectively to previously unseen shoes.",2019-04-05
"120","kpam: keypoint affordances for category-level robotic manipulation","lucas manuelli, wei gao, peter florence, russ tedrake","robotics","we would like robots to achieve purposeful manipulation by placing any instance from a category of objects into a desired set of goal states. existing manipulation pipelines typically specify the desired configuration as a target 6-dof pose and rely on explicitly estimating the pose of the manipulated objects. however, representing an object with a parameterized transformation defined on a fixed template cannot capture large intra-category shape variation, and specifying a target pose at a category level can be physically infeasible or fail to accomplish the task -- e.g. knowing the pose and size of a coffee mug relative to some canonical mug is not sufficient to successfully hang it on a rack by its handle. hence we propose a novel formulation of category-level manipulation that uses semantic 3d keypoints as the object representation. this keypoint representation enables a simple and interpretable specification of the manipulation target as geometric costs and constraints on the keypoints, which flexibly generalizes existing pose-based manipulation methods. using this formulation, we factor the manipulation policy into instance segmentation, 3d keypoint detection, optimization-based robot action planning and local dense-geometry-based action execution. this factorization allows us to leverage advances in these sub-problems and combine them into a general and effective perception-to-action manipulation pipeline. our pipeline is robust to large intra-category shape variation and topology changes as the keypoint representation ignores task-irrelevant geometric details. extensive hardware experiments demonstrate our method can reliably accomplish tasks with never-before seen objects in a category, such as placing shoes and mugs with significant shape variation into category level target configurations.",2019-03-15
"121","deep robust subjective visual property prediction in crowdsourcing","qianqian xu, zhiyong yang, yangbangyan jiang, xiaochun cao, qingming huang, yuan yao","computer vision and pattern recognition","the problem of estimating subjective visual properties (svp) of images (e.g., shoes a is more comfortable than b) is gaining rising attention. due to its highly subjective nature, different annotators often exhibit different interpretations of scales when adopting absolute value tests. therefore, recent investigations turn to collect pairwise comparisons via crowdsourcing platforms. however, crowdsourcing data usually contains outliers. for this purpose, it is desired to develop a robust model for learning svp from crowdsourced noisy annotations. in this paper, we construct a deep svp prediction model which not only leads to better detection of annotation outliers but also enables learning with extremely sparse annotations. specifically, we construct a comparison multi-graph based on the collected annotations, where different labeling results correspond to edges with different directions between two vertexes. then, we propose a generalized deep probabilistic framework which consists of an svp prediction module and an outlier modeling module that work collaboratively and are optimized jointly. extensive experiments on various benchmark datasets demonstrate that our new approach guarantees promising results.",2019-03-10
"122","really small shoe boxes - on realistic quantum resource estimation","alexandru paler, daniel herr, simon j. devitt","quantum physics","reliable resource estimation and benchmarking of quantum algorithms is a critical component of the development cycle of viable quantum applications for quantum computers of all sizes. determining critical resource bottlenecks in algorithms, especially when resource intensive error correction protocols are required, will be crucial to reduce the cost of implementing viable algorithms on actual quantum hardware.",2019-02-21
"123","quantifying tensions in cosmological parameters: interpreting the des evidence ratio","will handley, pablo lemos","cosmology and nongalactic astrophysics","we provide a new interpretation for the bayes factor combination used in the dark energy survey (des) first year analysis to quantify the tension between the des and planck datasets. the ratio quantifies a bayesian confidence in our ability to combine the datasets. this interpretation is prior-dependent, with wider prior widths boosting the confidence. we therefore propose that if there are any reasonable priors which reduce the confidence to below unity, then we cannot assert that the datasets are compatible. computing the evidence ratios for the des first year analysis and planck, given that narrower priors drop the confidence to below unity, we conclude that des and planck are, in a bayesian sense, incompatible under lcdm. additionally we compute ratios which confirm the consensus that measurements of the acoustic scale by the baryon oscillation spectroscopic survey (sdss) are compatible with planck, whilst direct measurements of the acceleration rate of the universe by the shoes collaboration are not. we propose a modification to the bayes ratio which removes the prior dependency using kullback-leibler divergences, and using this statistical test find planck in strong tension with shoes, in moderate tension with des, and in no tension with sdss. we propose this statistic as the optimal way to compare datasets, ahead of the next des data releases, as well as future surveys. finally, as an element of these calculations, we introduce in a cosmological setting the bayesian model dimensionality, which is a parameterisation-independent measure of the number of parameters that a given dataset constrains.",2019-02-11
"124","exploring explicit domain supervision for latent space disentanglement in unpaired image-to-image translation","jianxin lin, zhibo chen, yingce xia, sen liu, tao qin, jiebo luo","computer vision and pattern recognition","image-to-image translation tasks have been widely investigated with generative adversarial networks (gans). however, existing approaches are mostly designed in an unsupervised manner while little attention has been paid to domain information within unpaired data. in this paper, we treat domain information as explicit supervision and design an unpaired image-to-image translation framework, domain-supervised gan (dosgan), which takes the first step towards the exploration of explicit domain supervision. in contrast to representing domain characteristics using different generators or domain codes, we pre-train a classification network to explicitly classify the domain of an image. after pre-training, this network is used to extract the domain-specific features of each image. such features, together with the domain-independent features extracted by another encoder (shared across different domains), are used to generate image in target domain. extensive experiments on multiple facial attribute translation, multiple identity translation, multiple season translation and conditional edges-to-shoes/handbags demonstrate the effectiveness of our method. in addition, we can transfer the domain-specific feature extractor obtained on the facescrub dataset with domain supervision information to unseen domains, such as faces in the celeba dataset. we also succeed in achieving conditional translation with any two images in celeba, while previous models like stargan cannot handle this task.",2019-02-11
"125","forensic shoe-print identification: a brief survey","imad rida, lunke fei, hugo proença, amine nait-ali, abdenour hadid","computer vision and pattern recognition","as an advanced research topic in forensics science, automatic shoe-print identification has been extensively studied in the last two decades, since shoe marks are the clues most frequently left in a crime scene. hence, these impressions provide a pertinent evidence for the proper progress of investigations in order to identify the potential criminals. the main goal of this survey is to provide a cohesive overview of the research carried out in forensic shoe-print identification and its basic background. apart defining the problem and describing the phases that typically compose the processing chain of shoe-print identification, we provide a summary/comparison of the state-of-the-art approaches, in order to guide the neophyte and help to advance the research topic. this is done through introducing simple and basic taxonomies as well as summaries of the state-of-the-art performance. lastly, we discuss the current open problems and challenges in this research topic, point out for promising directions in this field.",2019-01-05
"126","instance-level sketch-based retrieval by deep triplet classification siamese network","peng lu, hangyu lin, yanwei fu, shaogang gong, yu-gang jiang, xiangyang xue","computer vision and pattern recognition","sketch has been employed as an effective communicative tool to express the abstract and intuitive meanings of object. recognizing the free-hand sketch drawing is extremely useful in many real-world applications. while content-based sketch recognition has been studied for several decades, the instance-level sketch-based image retrieval (sbir) tasks have attracted significant research attention recently. the existing datasets such as qmul-chair and qmul-shoe, focus on the retrieval tasks of chairs and shoes. however, there are several key limitations in previous instance-level sbir works. the state-of-the-art works have to heavily rely on the pre-training process, quality of edge maps, multi-cropping testing strategy, and augmenting sketch images. to efficiently solve the instance-level sbir, we propose a new deep triplet classification siamese network (deeptcnet) which employs densenet-169 as the basic feature extractor and is optimized by the triplet loss and classification loss. critically, our proposed deeptcnet can break the limitations existed in previous works. the extensive experiments on five benchmark sketch datasets validate the effectiveness of the proposed model. additionally, to study the tasks of sketch-based hairstyle retrieval, this paper contributes a new instance-level photo-sketch dataset - hairstyle photo-sketch dataset, which is composed of 3600 sketches and photos, and 2400 sketch-photo pairs.",2018-11-28
"127","estimation of spatial-temporal gait parameters based on the fusion of inertial and film-pressure signals","cheng wang, xiangdong wang, zhou long, tian tian, mingming gao, xiaoping yun, yueliang qian, jintao li","signal processing","gait analysis (ga) has been widely used in physical activity monitoring and clinical contexts, and the estimation of the spatial-temporal gait parameters is of primary importance for ga. with the quick development of smart tiny sensors, ga methods based on wearable devices have become more popular recently. however, most existing wearable ga methods focus on data analysis from inertial sensors. in this paper, we firstly present a two-foot-worn in-shoe system (gaitboter) based on low-cost, wearable and multimodal sensors' fusion for ga, comprising an inertial sensor and eight film-pressure sensors with each foot for gait raw data collection while walking. secondly, a ga algorithm for estimating the spatial-temporal parameters of gait is proposed. the algorithm fully uses the fusion of two kinds of sensors' signals: inertial sensor and film-pressure sensor, in order to estimate the spatial-temporal gait parameters, such as stance phase, swing phase, double stance phase, cadence, step time, stride time, stride length, velocity. finally, to verify the effectiveness of this system and algorithm of the paper, an experiment is performed with 27 stoke patients from local hospital that the spatial-temporal gait parameters obtained with the system and the algorithm are compared with a ga tool used in medical laboratories. and the experimental results show that it achieves very good consistency and correlation between the proposed system and the compared ga tool.",2018-10-23
"128","fashionnet: personalized outfit recommendation with deep neural network","tong he, yang hu","computer vision and pattern recognition","with the rapid growth of fashion-focused social networks and online shopping, intelligent fashion recommendation is now in great need. we design algorithms which automatically suggest users outfits (e.g. a shirt, together with a skirt and a pair of high-heel shoes), that fit their personal fashion preferences. recommending sets, each of which is composed of multiple interacted items, is relatively new to recommender systems, which usually recommend individual items to users. we explore the use of deep networks for this challenging task. our system, dubbed fashionnet, consists of two components, a feature network for feature extraction and a matching network for compatibility computation. the former is achieved through a deep convolutional network. and for the latter, we adopt a multi-layer fully-connected network structure. we design and compare three alternative architectures for fashionnet. to achieve personalized recommendation, we develop a two-stage training strategy, which uses the fine-tuning technique to transfer a general compatibility model to a model that embeds personal preference. experiments on a large scale data set collected from a popular fashion-focused social network validate the effectiveness of the proposed networks.",2018-10-04
"129","molecular gas filamentary structures in galaxy clusters","francoise combes (obs-paris, lerma)","astrophysics of galaxies","recent molecular line observations with alma and noema in several brightest cluster galaxies (bcg) have revealed the large-scale filamentary structure at the center of cool core clusters. these filaments extend over 20-100kpc, they are tightly correlated with ionized gas (h$\alpha$, [nii]) emission, and have characteristic shapes: either radial and straight, or also showing a u-turn, like a horse-shoe structure. the kinematics is quite regular and laminar, and the derived infall time is much longer than the free-fall time. the filaments extend up to the radius where the cooling time becomes larger than the infall time. filaments can be perturbed by the sloshing of the bcg in its cluster, and spectacular cooling wakes have been observed. filaments tend to occur at the border of cavities driven in the x-ray gas by the agn radio jets. observations of cool core clusters support the thermal instability scenario, which accounts for the multiphase medium in the upper atmospheres of bcg, where the right balance between heating and cooling is reached, and a chaotic cold gas accretion occurs. molecular filaments are also seen associated to ram-pressure stripped spiral galaxies in rich galaxy clusters, and in jet-induced star formation, suggesting a very efficient molecular cloud formation even in hostile cluster environments.",2018-07-18
"130","lstm-based zero-velocity detection for robust inertial navigation","brandon wagstaff, jonathan kelly","robotics","we present a method to improve the accuracy of a zero-velocity-aided inertial navigation system (ins) by replacing the standard zero-velocity detector with a long short-term memory (lstm) neural network. while existing threshold-based zero-velocity detectors are not robust to varying motion types, our learned model accurately detects stationary periods of the inertial measurement unit (imu) despite changes in the motion of the user. upon detection, zero-velocity pseudo-measurements are fused with a dead reckoning motion model in an extended kalman filter (ekf). we demonstrate that our lstm-based zero-velocity detector, used within a zero-velocity-aided ins, improves zero-velocity detection during human localization tasks. consequently, localization accuracy is also improved. our system is evaluated on more than 7.5 km of indoor pedestrian locomotion data, acquired from five different subjects. we show that 3d positioning error is reduced by over 34% compared to existing fixed-threshold zero-velocity detectors for walking, running, and stair climbing motions. additionally, we demonstrate how our learned zero-velocity detector operates effectively during crawling and ladder climbing. our system is calibration-free (no careful threshold-tuning is required) and operates consistently with differing users, imu placements, and shoe types, while being compatible with any generic zero-velocity-aided ins.",2018-07-13
"131","a fundamental problem in quantizing general relativity","lorenzo maccone","quantum physics","we point out a fundamental problem that hinders the quantization of general relativity: quantum mechanics is formulated in terms of systems, typically limited in space but infinitely extended in time, while general relativity is formulated in terms of events, limited both in space and in time. many of the problems faced while connecting the two theories stem from the difficulty in shoe-horning one formulation into the other. a solution is not presented, but a list of desiderata for a quantum theory based on events is laid out.",2018-07-03
"132","footwear size recommendation system","shreya singh, g mohammed abdulla, sumit borar, sagar arora","information retrieval","while shopping for fashion products, customers usually prefer to try-out products to examine fit, material, overall look and feel. due to lack of try out options during online shopping, it becomes pivotal to provide customers with as much of this information as possible to enhance their shopping experience. also it becomes essential to provide same experience for new customers. our work here focuses on providing a production ready size recommendation system for shoes and address the challenge of providing recommendation for users with no previous purchases on the platform. in our work, we present a probabilistic approach based on user co-purchase data facilitated by generating a brand-brand relationship graph. specifically we address two challenges that are commonly faced while implementing such solution. 1. sparse signals for less popular or new products in the system 2. extending the solution for new users. further we compare and contrast this approach with our previous work and show significant improvement both in recommendation precision and coverage.",2018-06-28
"133","capacitor based activity sensing for kinetic powered wearable iots","guohao lan, dong ma, weitao xu, mahbub hassan, wen hu","human-computer interaction","we propose a novel use of the conventional energy storage component, i.e., capacitor, in kinetic-powered wearable iots as a sensor to detect human activities. since different activities accumulate energies in the capacitor at different rates, these activities can be detected directly by observing the charging rate of the capacitor. the key advantage of the proposed capacitor based activity sensing mechanism, called capsense, is that it obviates the need for sampling the motion signal during the activity detection period thus significantly saving power consumption of the wearable device. a challenge we face is that capacitors are inherently non-linear energy accumulators, which, even for the same activity, leads to significant variations in charging rates at different times depending on the current charge level of the capacitor. we solve this problem by jointly configuring the parameters of the capacitor and the associated energy harvesting circuits, which allows us to operate on charging cycles that are approximately linear. we design and implement a kinetic-powered shoe sole and conduct experiments with 10 subjects. our results show that capsense can classify five different daily activities with 95% accuracy while consuming 73% less system power compared to conventional motion signal based activity detection.",2018-06-19
"134","deconvolution of dust mixtures by latent dirichlet allocation in forensic science","madeline ausdemore, cedric neumann","applications","dust particles recovered from the soles of shoes may be indicative of the sites recently visited by an individual, and, in particular, of the presence of an individual at a particular site of interest, e.g., the scene of a crime. by describing the dust profile of a given site by a multinomial distribution over a fixed number of dust particle types, we can define the probability distribution of the mixture of dust recovered from the sole of a shoe via latent dirichlet allocation. we use variational bayesian inference to study the parameters of the model, and use their resulting posterior distributions to make inference on (a) the contributions of sites of interest to a dust mixture, and (b) the particle profiles associated with these sites.",2018-05-16
"135","image retrieval with mixed initiative and multimodal feedback","nils murrugarra-llerena, adriana kovashka","computer vision and pattern recognition","how would you search for a unique, fashionable shoe that a friend wore and you want to buy, but you didn't take a picture? existing approaches propose interactive image search as a promising venue. however, they either entrust the user with taking the initiative to provide informative feedback, or give all control to the system which determines informative questions to ask. instead, we propose a mixed-initiative framework where both the user and system can be active participants, depending on whose initiative will be more beneficial for obtaining high-quality search results. we develop a reinforcement learning approach which dynamically decides which of three interaction opportunities to give to the user: drawing a sketch, providing free-form attribute feedback, or answering attribute-based questions. by allowing these three options, our system optimizes both the informativeness and exploration capabilities allowing faster image retrieval. we outperform three baselines on three datasets and extensive experimental settings.",2018-05-08
"136","conditional image-to-image translation","jianxin lin, yingce xia, tao qin, zhibo chen, tie-yan liu","computer vision and pattern recognition","image-to-image translation tasks have been widely investigated with generative adversarial networks (gans) and dual learning. however, existing models lack the ability to control the translated results in the target domain and their results usually lack of diversity in the sense that a fixed image usually leads to (almost) deterministic translation result. in this paper, we study a new problem, conditional image-to-image translation, which is to translate an image from the source domain to the target domain conditioned on a given image in the target domain. it requires that the generated image should inherit some domain-specific features of the conditional image from the target domain. therefore, changing the conditional image in the target domain will lead to diverse translation results for a fixed input image from the source domain, and therefore the conditional input image helps to control the translation results. we tackle this problem with unpaired data based on gans and dual learning. we twist two conditional translation models (one translation from a domain to b domain, and the other one from b domain to a domain) together for inputs combination and reconstruction while preserving domain independent features. we carry out experiments on men's faces from-to women's faces translation and edges to shoes&bags translations. the results demonstrate the effectiveness of our proposed method.",2018-05-01
"137","a variational u-net for conditional appearance and shape generation","patrick esser, ekaterina sutter, björn ommer","computer vision and pattern recognition","deep generative models have demonstrated great performance in image synthesis. however, results deteriorate in case of spatial deformations, since they generate images of objects directly, rather than modeling the intricate interplay of their inherent shape and appearance. we present a conditional u-net for shape-guided image generation, conditioned on the output of a variational autoencoder for appearance. the approach is trained end-to-end on images, without requiring samples of the same object with varying pose or appearance. experiments show that the model enables conditional image generation and transfer. therefore, either shape or appearance can be retained from a query image, while freely altering the other. moreover, appearance can be sampled due to its stochastic latent representation, while preserving shape. in quantitative and qualitative experiments on coco, deepfashion, shoes, market-1501 and handbags, the approach demonstrates significant improvements over the state-of-the-art.",2018-04-12
"138","cross-domain image matching with deep feature maps","bailey kong, james supancic, deva ramanan, charless c. fowlkes","computer vision and pattern recognition","we investigate the problem of automatically determining what type of shoe left an impression found at a crime scene. this recognition problem is made difficult by the variability in types of crime scene evidence (ranging from traces of dust or oil on hard surfaces to impressions made in soil) and the lack of comprehensive databases of shoe outsole tread patterns. we find that mid-level features extracted by pre-trained convolutional neural nets are surprisingly effective descriptors for this specialized domains. however, the choice of similarity measure for matching exemplars to a query image is essential to good performance. for matching multi-channel deep features, we propose the use of multi-channel normalized cross-correlation and analyze its effectiveness. our proposed metric significantly improves performance in matching crime scene shoeprints to laboratory test impressions. we also show its effectiveness in other cross-domain image retrieval problems: matching facade images to segmentation labels and aerial photos to map images. finally, we introduce a discriminatively trained variant and fine-tune our system through our proposed metric, obtaining state-of-the-art performance.",2018-04-06
"139","compare and contrast: learning prominent visual differences","steven chen, kristen grauman","computer vision and pattern recognition","relative attribute models can compare images in terms of all detected properties or attributes, exhaustively predicting which image is fancier, more natural, and so on without any regard to ordering. however, when humans compare images, certain differences will naturally stick out and come to mind first. these most noticeable differences, or prominent differences, are likely to be described first. in addition, many differences, although present, may not be mentioned at all. in this work, we introduce and model prominent differences, a rich new functionality for comparing images. we collect instance-level annotations of most noticeable differences, and build a model trained on relative attribute features that predicts prominent differences for unseen pairs. we test our model on the challenging ut-zap50k shoes and lfw10 faces datasets, and outperform an array of baseline methods. we then demonstrate how our prominence model improves two vision tasks, image search and description generation, enabling more natural communication between people and vision systems.",2018-03-31
"140","learning type-aware embeddings for fashion compatibility","mariya i. vasileva, bryan a. plummer, krishna dusad, shreya rajpal, ranjitha kumar, david forsyth","computer vision and pattern recognition","outfits in online fashion data are composed of items of many different types (e.g. top, bottom, shoes) that share some stylistic relationship with one another. a representation for building outfits requires a method that can learn both notions of similarity (for example, when two tops are interchangeable) and compatibility (items of possibly different type that can go together in an outfit). this paper presents an approach to learning an image embedding that respects item type, and jointly learns notions of item similarity and compatibility in an end-to-end model. to evaluate the learned representation, we crawled 68,306 outfits created by users on the polyvore website. our approach obtains 3-5% improvement over the state-of-the-art on outfit compatibility prediction and fill-in-the-blank tasks using our dataset, as well as an established smaller dataset, while supporting a variety of useful queries.",2018-03-25
"141","adversarial active learning for deep networks: a margin based approach","melanie ducoffe, frederic precioso","machine learning","we propose a new active learning strategy designed for deep neural networks. the goal is to minimize the number of data annotation queried from an oracle during training. previous active learning strategies scalable for deep networks were mostly based on uncertain sample selection. in this work, we focus on examples lying close to the decision boundary. based on theoretical works on margin theory for active learning, we know that such examples may help to considerably decrease the number of annotations. while measuring the exact distance to the decision boundaries is intractable, we propose to rely on adversarial examples. we do not consider anymore them as a threat instead we exploit the information they provide on the distribution of the input space in order to approximate the distance to decision boundaries. we demonstrate empirically that adversarial active queries yield faster convergence of cnns trained on mnist, the shoe-bag and the quick-draw datasets.",2018-02-27
