"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"redsoxsweety","15 December 2006","I walked into the theatre with the highest expectations for this movie ever and was absolutely thrilled about being able to see it. But then I saw it and I wanted to cry! What was that!!! First off, I have read the book and am currently on the second because I absolutely LOVED it! But did the people who made this movie read it at all???? It defiantly didn't seem that way! They cut out WAY to many things and the only good special effect was the dragon Saphira but that was it! I am infuriated at this movie! OK first, Eragon isn't even 16 in the book, not 17 as it said in the movie, and he is supposed to be sleeping when the egg starts to hatch. What happened to Sloan's daughter who Roran loves and him going off to make a life for them not get away from the army? What happened to the child Eragon blessed which will be a big part in the 2ed book? What happened to the big saphire star thing Arya breaks?? And speaking of the end, Eragon does not fight the shade on the smoke dragon thing, but in that room place, plus the shade doesn't bring the army, and the shade slices Eragon on the back, then Saphira and Arya come to help, and what was with the sword? It looked plastic with a bit of red paint. Brom wasn't that mean in the book and he told Eragon about the dragons, and the farm is already burnt and what happened to Horst???? Eragon also brings Garrow back to be healed! The Ra'zac have beaks and cloaks! They don't look like half eaten bodies with bugs all over them, lord of the ring play-offs! Eragon and Murtagh were hot and good (everyone was good actors) but no one looked the part except them and Saphira! Where's Broms beard and what in the world did you do to Angela!!! She was so quirky and funny and fun, but the movie presented her as some weird Egyptian play-off person. What happened to the town with the people the urgals killed because that's where Eragon kills them with the arrows (the Urgals looked totally wrong as well) and what happened to the other town where Angela and Broms merchant friend are suppose to be at, and what happened to the werecat??? He was suppose to warn them when they are searching through the scrolls for the ra' zac which, by the way, is the whole reason Eragon and Brom set off in the first place, not to go to the Vardan which is what Brom is against! And Brom gets killed by the Ra'zac not the shade and that's where Eragon finds out Broms a rider. Not before! Broms life is a big secret not all laid out as it was in the movie! Also, they showed nothing of the practice Brom and Eragon did with swords, sticks, and magic and Eragon didn't seem to get tired from using magic as he should have. Plus, we didn't even basically see anything of the Varden which was something I was very much looking forward to, and what happened to Orik? He was nowhere, nor was the twins and Ajihad's daughter plays a big role in the seconded book, but you don't even know who she is in the movie. Also, Murtagh and Eragon were supposed to be good friends and Murtagh rescued Eragon and Arya from the prison ( Arya also was supposed to be unconscious during the whole ride to the Vardan!) and he was the one who shot the shade with an arrow, and his cut was supposed to be on his back, and he was supposed to be kept in a nice place at the Vardan and tell Eragon that he was Morzans son and fight and spar with Eragon! Plus they were suppose to take a long time to get to the Vardan and Murtagh is suppose to be against going to the Vardan the whole time! The shades eyes were supposed to be red, (even though he did look good,) and Aryas hair was supposed to be black, and wear black leather. Also, Angela is supposed to be at the Vardan when Eragon's there, and Eragon is supposed to be there for a while, not get there and then all of the sudden have to fight, and the Urgal's come up from the tunnels, not through the wall. And King Galbatorix isn't shown at all in the book, just talked about, but he is shown multiple times in the movie. I have MUCH more to say, but I fear it would take like a billion pages. Bottom line, read the book, don't see the movie.","
            1/10
            "
"pikaman2000","16 December 2006","I read the books, and i thought they were incredible, especially considering the inexperience of the author. The movie falls to the other end of the spectrum. You need to know the books to even make sense of the movie - the person who accompanied me spent the entire car ride to her house asking me what happened. Not only that, but it is a forced movie - everything happens too quickly. The only good thing was the four good performances, done my John Malkovich, Jeremy Irons, Eragon (cant remember his name) and Rachel weisz. They had sound performances, even though the screen writer should be torn limb from limb. ANother thing is how utterly cliché it was. They tried to make it a little heartfelt near the conclusion, but failed utterly. If you want to waste time and money, then go ahead and see this movie. If you want to be entertained, then watch the reactions of those walking out of the theater.","
            4/10
            "
"lilla_alv","17 December 2006","I finished the book this summer and when I read about a coming movie I began to count the days. How wrong I was.This movie is a disaster and I'm pretty sure that the one who made it hasn't read the same book as I. The book they have made the film of is one with maximum five pages and a lot of pretty pictures.After fifteen minutes they had jumped a lot of the story from the book and I feel like the movie wouldn't seem reasonable if I hadn't read it before. The characters are boring except from Robert Carlyle as Durza who in my opinion makes the movie watchable. John Malkowitch plays the same old way he Always do and no one of the others actors make me want to see what happens next. Everything that happens in it feels rushed and hasty. A LOT from the book has been removed (WHERE are Aryas EARS?! She is an elf for God's sake!) and the long bonding between Saphira and Eragon that I think is the center of the story is nowhere to be seen.I must agree to what others have written here, the movie oozes from Peter Jackson-wannabe syndrome. If you really want to experience something great with this, ignore the movie and go to the library!","
            7/10
            "
"snapple007","16 December 2006","I have read both of the books, Eragon and Eldest, twice prior to the movie release. The movie in no way hold true to the book, nor the chronology of events nor the details of how things happened in the book. If this movie were made based on a book I had written, there would not be enough words in any language to describe how irate I would be over how poor of a job was done. I would not waste my time with this movie, especially after reading the book. Saphira was great in appearance and animation. The remainder of the cast left so much to be desired. The books were so rich and vivid in detail, the movie is such a let down.","
            2/10
            "
"UniqueParticle","10 May 2020","I don't really read much but I feel like Eragon could've been over 2 hours, feels very rushed. Jeremy Irons and Rachel Weiz are great although Rachels voice doesn't seem to be in it enough ;Ed Steelers doesn't seem like a good actor too like he started with this. Below average film best thing about it is the different color scenes and the courage involved! Sloppy writing and acting is a huge let down too!","
            6/10
            "
"fedor8","31 March 2010","Watching this unforgettable flick brought back so many memories. It was an experience worthy of a time-traveler.Once upon a time there lived a young boy by the name of Eragon Skywalker, also known to his friends as ""Tall Frodo"" and ""Blonde Harry"". At the same time, in a forest nearby, a young woman, Leia, was being chased by the tiny but infinitely evil Darth Saruman, a Scottish actor who works for Voldemoort. She had something very valuable in her possession, an object that could ruin all of the Emperor's plans: a blue egg called R2D2. This egg held the secret weapon that could wipe out Sauron's mighty Death Star: a small dragon with an annoying voice. It hadn't hatched yet - and no thanks to C3PO and his foolish antics! John Malkovich's Orcs had been very close to finding it, but Frodo Potter wasn't so blond that he couldn't hide a simple egg. The slightly effeminate but very evil Malkovich Vader would have to wait for a later chance to completely rule Middle Earth and the rest of the Galaxy far far away.Eventually, Blond Harry meets Obi-van Gandolfi (played with true conviction by a highly motivated and in-form Jeremy Irons), a former blue-dragon expert and telepath who commences the teachings of the Force to Froderagon. Harry Baggins doesn't heed the advice of the wise Jeremy Yoda, who warns him not to go to the Castle of Death Star, where the fair maiden Leia resides. ""Don't go, Aragorn! It's a trap!"". Even Leia, looking very pretty while shackled in a dungeon, warns Luke Potter that it's the kind of trap only a moron could fall into. But love is blind, as Yodandolf likes to always say, and Eragorn stumbles into the trap, only to end up facing his nemesis, McVoldevader...I won't tell you the rest, because honestly the movie is far too original, unpredictable, and inventive to ruin it all by including all of the spoilers in this humble little review. Just go see it. You won't regret it. Because what the author's fertile 15 year-old mind brings to us here is nothing short of magical. (There is a rumour that ""Eragon"" was really written by a 51 year-old plagiarist, but that just sounds too preposterous.) I can hardly wait for the sequels to this phenomenally successful blockbuster. In them we will find out whether Frodo, Luke and Harry will sue.May the Force of Easy Profit Through Copyright Infringement be with you.","
            2/10
            "
"Everchosen","17 December 2006","As I went to see Eragon, my expectations were very high, as I loved the book. The movie itself is action filled and well played (exept by Joss stone... which was just ridiculous)but something is missing. I think the directors made a bad choice to exclude some of the (I think) important factors in the book. Eragon's training, the Kull, Brom's death, the Dwarfs (Which were almost non-existent except for Hrothgar.... who was as tall as a human, and lastly the fight in Farthen Dûr. I had hoped for a more epic, battlefield-ly kind of battle, instead of the cramped scenes that were made. I had also hoped for a more intense fight between Brom and the Ra'zac, and Eragon and Durza in the heart of Farthen Dûr. I can only hope that the Ra'zac will have the role in Eldest that they do in the book. Regarless, the movie was good, the effects were beautiful (I admit, I had feared what the Urgals and Saphira would looked like :)) The film, sadly, looks like its been kinda rushed, and I think they should've taken the time to film at least half an hour more (the movie is at about 2 hours). Nonetheless, as a fan of Eragon, I enjoyed the movie, and I think that all fans should go see it, if not for the story, for the intense action :) Have fun!","
            1/10
            "
"kpw-5","3 July 2008","I give it 2 instead of 1, since some of the special effects are well done. Not many, though. How we are supposed to believe this dragon can fly when she never moves her wings (well, 3 times, in the whole film) . . . is beyond tolerance.Jeremy Irons, who is a fine actor, gives you the feeling he is looking at his watch hoping it will all be over soon. The young male lead redefines the meaning of the word 'wimp.' I am embarrassed to admit I watched it through: I guess it was in order to see if there would be any relief from the gross incompetence; there was not.Patrick Watson Toronto","
            4/10
            "
"winner55","12 January 2008","Let's be honest - this film is true to its genre, and is relatively more interesting than many. It's not all that bad; the FX are good, the acting pretty good, the dialog cliché but acceptable. The pacing is also OK and all other aspects of the film are more than tolerably professional.The problem is, no matter what its professed source material (a fantasy novel with cult status) - the film is a less cohesive, less amusing, and strangely less humane, remake of ""Dragonheart"" - uncredited, of course. And let's also face this: although only slightly above the level of a B-Movie, Dragonheart is very entertaining, with characters we come to love (including the dragon) and a strong plot derived from the Arthurian sagas of the later Middle ages.If you're going to remake a film like Dragonheart - a top of the line B-Movie adventure story - you've got to bring something new to the table.Unfortunately, ""Eregon"" doesn't.","
            10/10
            "
"mentalcritic","19 April 2007","When I first heard of Eragon, I heard of it as a work of vanity publishing by a teenaged author who had copped way too much Star Wars. So when I saw that a film had been hastily made to cash in on the fantasy film trend that emerged in the wake of the disappointing Lord Of The Rings films, I decided I would wait for it to emerge on DVD. Having read some of the complaints by fans of the novel, I can say I am glad that I never read the novel. For even if you discount the myriad of cited differences between novel and film, Eragon just does not make a very good film or story at all. The irony here is that a few nights prior to viewing, I happened across a listing of science fiction clichés, many of which also apply to the fantasy genre. They were ranked by how tired they were, and the funny thing is that Eragon resorts to so many that simply do not work unless one uses their creative ability to put a unique spin on them. The problem here being that if uniqueness were money, Eragon could not afford to buy potatoes.The plot, such as it is, revolves around a land under the rule of a tyrannical empire. In ages past, the land was kept safe by a select group of mystics who had a unique ability to ride dragons. But one dragon rider turned against them and wiped almost all of them out. Whether the ability to ride dragons is heritable is not really explored in the film, but our central hero is among one of the few remaining. If you do not think this plot sounds familiar, that is because you were hiding under a rock during the years in which it was literally impossible to escape publicity for the Star Wars films. And that is only the most obvious example I could name. David Lynch's adaptation of Dune was doubtlessly seeing a lot of time on Peter Buchman's display unit, too. But as I said, reusing ideas that are now so old they are being taught in public schools is forgivable if one puts new and unique twists upon them. The problem in Eragon is that this iteration of the story does anything but.Another problem for the film is that the world depicted is very shallow at best, furthering the copycat feeling of the story. We know as much regarding the motives of every character at the end of the film as we did at the beginning. In some cases less. We are told that Robert Carlyle's character is a Shade, but without having seen these creatures in other films or roleplaying sourcebooks, one would be hard-pressed to understand exactly what this means. And to be quite honest, since these creatures are rarely used outside of a Dungeons & Dragons sourcebook, it was all too easy for the writer to change the character's abilities or weaknesses to suit the needs of the plot. Which is exactly what it feels like they did during every scene in the film. A Star Wars equivalent would be giving Darth Vader the ability to breathe without machine assistance for more than a handful of seconds because he needed to do this in order to kill the Emperor. It is lazy writing that makes one even more reluctant to bother with the novel. It is truly a credit to Robert Carlyle that the character has any menace to him at all.You will notice that I have yet to mention any of the heroes. That is because with the exception of Jeremy Irons trying to avoid comparisons to Alec Guiness, none of the heroes of this film are worthy of mention. The only one given enough development time to even resemble Luke Skywalker is the titular dragon rider, and I never thought I would hear myself say that the Luke Skywalker of A New Hope seems far more grown up. As with Carlyle, Eragon is given sudden and unexplained new abilities whenever the plot paints itself into a corner that it cannot escape without them. And this is probably the worst thing one can do in fantasy writing. Without a consistent set of rules to govern the world the characters inhabit, everything falls apart. A good ten minutes for someone to explain what the dragon riders can do and why would have anchored the plot a bit more firmly in the viewer's mind. The problem from the writers' point of view is that once they had done this, they would also be less free to change the rules at their leisure to suit the needs of their story.And with a cast of characters that nobody gives a damn about once the most charismatic or developed die, the whole thing falls down like a house of cards. Sienna Guillory and Edward Speleers are incapable of carrying a film on their own. Robert Carlyle could have carried the film if it had focused more on him, but that would have required a character as dynamic and well-written as Darth Vader, which Durza is anything but. John Malkovich looks truly bored to be playing Galbatorix, which I do not doubt he was given that he has previously appeared in films where people get sucked into a portal within his head. By comparison to other works Carlyle, Malkovich, and Irons appear in, Eragon is so pedestrian and lame that it is barely any wonder that even Carlyle occasionally appears to be phoning in his performance. The rest of the cast have not the skill nor the experience to see that they are fighting a terrible script, and thus they deliver earnest performances that are undercut at every second by the copycat script.I gave Eragon a rating of two. It is truly cash-in film-making at its worst. See it for an example of how trends can destroy innovation.","
            1/10
            "
"educallejero","16 August 2018","Let alone Lord of the Rings... NOTHING of this is deserving of praise. NOTHINGThis seems like a scam. ""Someone would think this might be as good as LOTR""","
            4/10
            "
"Flagrant-Baronessa","27 February 2007","The only way you could respond 'no' to the above is if you've never seen Star Wars. ""Eragon"", based upon the Christopher Paolini novel, begs the question of who greenlit this irrevocable dross. The story of a young dragonrider who has greatness thrust upon him in times of war hovers around iconic fantasy staples such as doomed mentors, fairy-tale princesses, the-uncle-who-is-soon-to-be-dead, rebel alliances and set-ups wholly 'borrowed' from the classics  and when you semi-plagiarize Star Wars, you are truly scraping the barrel. Director Stefen Fangmeier is a CGI-guru of sorts, but his special effects skills never translate onto this product, possibly because there is always too much of it occupying one frame, and naturally only the most eye-catching, flagrant dross is visible, and a potent example of CGI-gone-wrong is Saphira the dragon. There are numerous sweeping, epic, aerial shots of dramatic fantasy landscape, but most of it is far too artificial after it has been filtered through this CGI process and as a result the whole spectacle is noticeably less captivating. The rare, fleeting moments of suspense and poignancy that sweep you up in the film are found in the dragon flying sequences but even they are nothing to write home about.Not to generalize, but even as a fan of the genre I can say that fantasy rarely allows for subtlety. In ""Eragon"" this is unmistakably true. Expect no moral grey zones: here is altogether polarized black-and-white camps with golden-haired heroes and gruesome dark orc-like creatures in dungeons who randomly raid travelers. The one remotely layered character in the story is Jeremy Irons' doomed mentor role, but his fate is just as predictable as the others'. There is your usual stares-in-disbelief protagonist (Edward Speleers), the empowered-butt-kicking-yet-impossibly-womanly-and-fragile rebel warrior-princess, a well-oiled up specimen who finds herself in distress and lastly there are the unnecessarily sinister villain arcs. One of the best parts in the film that kept me going was the rotating scale of shitty acting. When Rachel Weisz first appeared I was convinced her annoyingly in-your-face cutesy attitude was the singular worst thing about the film, but just as I established this my outlook was floored by Sienna Guillory (who I know is at the mercy of an underwritten character, but still), who seemingly reached new levels of unique ham. Then, curiously enough, appeared Djmoun Hounsou who yet again upped the suck-o-meter in acting. This may be a positive feedback loop, for as ""Eragon"" progressed, new, more terrible performances surfaced. In this way, I could not stop watching. I was mesmerized.The PG-rating of the film should be a natural deterrent. It does not suggest that this movie is for kids as much as it suggests that it is not for adults. As such, it traffics in sentimental taglines such as ""without fear there cannot be courage"" and self-referential, recurring dialogue of wisdom. Stefen Fangmeier practices a kind of lead-footed direction here which stumbles along the silly storyline of learning from reluctant-yet-loving mentor, saving the damsel in distress and killing the bad guys, ultimately having fledged itself into the kind of incoherent fantasy outlet a teenager would resort to, sans delicate or layered elements. All good vs. evil.Finally, I will concede that ""Eragon"" does not fully violate code 01 of film-making: it is never boring. On the other hand, it is not exactly gloriously entertaining either (it never reaches the kind of so-bad-it's-good podium its bastard-cousin ""Dungeons and Dragons"" brushed upon) but the sheer scale of the fantasy medium and the brisk pace with which the story moves rarely allows watch-glances or anything of the sort. I can safely tell you that I would not sit through this experience again, however.4 out of 10","
            3/10
            "
"karensh2001","30 December 2006","If you have read the book Eragon, you might be very disappointed if you go and watch this movie. The movie does not contain many details from the books, and a lot of the leading characters does not appear. Further more, the writers of the movie have chosen to shorten the book and rewrite a lot of the book's main story. THerefore a fan might leave the cinema furiously. But if you HAVEN'T read the book, and are longing to go and watch a movie filled with action, fantasy and fantastic creatures, this is one you shouldn't miss!! The actors are AMAZING in their roles, and the graphics stands up to movies like ""The lord of the rings"" and ""Harry potter"" This is a movie for people with an adventurous person hiding in them self... this is a movie that will leave you amazed!","
            3/10
            "
"koriandr_star","16 December 2006","I have to say this was horrible and diabolical. Yes it's PG and from a kid's perspective they may enjoy it but you can save yourself time, misery and money in renting classic children/family adventures and purchase dark crystal, Dragonslayer or return to OZ, both well made, intelligent and original at the same time. These films will reward your child with creativity, Eragon doesn't.First off it's not the CGI that's the problem, the dragon and the magic were reasonable well done, no one could hope it would match LOTR standards but the story is empty of character and has no logic, if anything must show the flaw of the book as it is based on it after all.Edward Speleers does his best to play Eragon, in giving him a character but Eragon in the end is nothing more then a pitiful weak country boy with Hollywood styled hair and perfectly white teeth (remarkable considering there's no showers or dentist. The character is rushed a to b while incredibly mastering elvish magic that dragon riders (or he) can somehow suddenly master (It's only explained in two sentences) Which goes on to do healing and unlocking doors which makes you go 'eh?' the development of his character is wasted even more by a pointless five minute friendly fight with his cousin/brother Roran (I say brother/cousin because his relation is only mentioned once and he does nothing else then spar) apparently it's character excuse but in truth it was a cheap way to build emotional grief later on in that Roran has to leave and has to join the army (by force because you know the king wants conscripted recruits because it's...evil) And to add more not also is Roran never seen again but Eragon only has a two minute grief over his slained uncle and never talks about him or thinks of him throughout the film. His uncle is just forgotten.Jeremy Irons does well as brom, the slightly not quite there wise man who under no surprise was a former dragon rider, but the way he is to be in the film is flawed, he appears to be smart but has a smart alec go at the soldiers (who are in black to remind you their EVIL) who could and for some reason don't kill him yet tells eragon not to endanger himself?! And this character also amazingly jumps in to save Eragon from a blade, sacrificing himself, how he followed eragon so closely is never revealed.Arya is a horribly done character, a very typical 'I can fight but I'm a damsel overall and second best to my future husband, I mean ERAGON) while her appearance borders on literal sexual attraction to our hero. While John Malkovich as the 'evil king' was utterly laughable, he stays in one cold place uttering crap about why he should be feared (if he got out more or used that dragon of his at the final battle then just showing he had one then we could buy why he should be a bad guy.If you are looking for elves or dwarfs in the hero ranks then be disappointed, I mean even Arya is apparently an elf but there is no distinctive features of her. The Urgals are just bald big ex soccer hooligans in face paint. There is also a character called a-JIHAD (In caps just to show how lame it is, is it even meant to be an attempt of an Arabic name?) Robert Carlyle as Durza is the most illogical character and the plot hole itself, forget why both the good guys and the bad guys never organise themselves, forget why eragon's dragon thinks it's good to fly through a dense forest, forget that using magic to kill is wrong but incinerating an entire army is fine (does eragon even think Roran was in the invading forces that he destroyed? of course not! We're not to even think about it for their EVIL!) Forget why Durza never calls the local troops garrisoned at the eragon's home to go there and kill the boy, it would be quicker then sending in the 'ninja freaks' Forget it all and consider this. Durza is powerful and set things alight, wood, land, everything except...people? Why? that doesn't make sense, how can we not be set alight by his powers? He has telekinesis, fire, he's hard to killin fact WHY should he even take orders from his king? Why is he not the one in charge? When you realise that and the number of LOTR ripped off screen shots (that are too many to ignore) then you realise just how poor this film is and you'll come to note the other errors as well.Christopher Paolini surely cannot see this as good, for the good of his novel success he must stop the writers from making a sequel otherwise no one would read his books.","
            8/10
            "
"eugene-neiman-1","14 December 2006","The more you watch this film, the less you will see, and yet our hosts have some hope that perhaps it is worth ten lines of text. I came up with nine:""Sulking and silly, anti-Weismannist spinsters -- Brokered this dreary, silty absolute winter -- Imagine trying to capture masters of rings -- By asking king's men to pull from the lees -- A taunting, torching dragon, whose dentures singe -- Poor writer, poor director, milkman and whey -- And also those bellows men living on dregs -- Henpecked and hush-pupped -- And on winged dump trucks.""That said, I ask you to indulge me this throw away line: the movie is a blue egg.","
            10/10
            "
"ExpendableMan","13 January 2007","Fantasy cinema is a very, very difficult genre to get right. For every Conan The Barbarian, there's a Hawk the Slayer. For every Princess Bride, there's a Red Sonja. And cliché though it may be, for Lord of the Rings, there's now an Eragon, an epic story about a young farm boy who becomes a dragon rider and battles an evil King that while diverting, is little more than a shallow enterprise that fulfills considerably less than it promises. Even if the dragon is kinda cool.The story revolves around the titular teenager (Ed Speelers), who one day finds a bizarre looking blue stone in the forest while hunting. Shortly after, with soldiers searching the land, our lad finds himself the centre of a quest to save the world from the clutches of the evil king (John Malkovich) when the stone turns out to be an egg and he is given the unenviable task of becoming the latest in the illustrious line of now dead warriors known as the Jedi. Sorry, Dragon Riders. Cue chases through forest, over mountains and all sorts of New Zealand scenery that looks suitably dramatic when filmed from a helicopter as he hurtles headlong towards a final climactic battle.The chief problem Eragon has however is that much of the film feels like a collage of elements from other movies. Jeremy Irons for all his attempts cannot help but rip off Obi Wan Kenobi so much you half expect him to tell Eragon that the King betrayed and murdered his father at any second. Robert Carlyle meanwhile is obviously having an absolute blast camping it up as an evil sorcerer, but looks so much like Worm Tongue from The Two Towers that it's impossible to accept him as any more than a retread. Ally this to the formulaic plot and the dismissal of the film as 'Lord of the Cheese' seems all too accurate.Central to the cheese factor is lead actor Ed Speelers. To be fair to him, it's his first ever movie role and being cast as the centrepiece of a massively hyped blockbuster had to be incredibly daunting so I almost feel guilty to say that he just isn't very good. Eragon the character is just like Anakin Skywalker, it's very difficult to take a chosen warrior seriously when he acts like a stroppy teenager and considering his only experience of fighting is playing with sticks with his brother, his reckless enthusiasm for battling the King's hordes of axe flailing savages makes you doubt the logic behind making him General of an entire army. On a slightly minor but also incredibly irritating point, despite getting into fights, breaking into prisons and being involved in a massive mid air battle at the movie's climax that leaves him utterly drained, his hair looks perfect all the time.That little rant aside, the general impression you're most likely to have of Eragon is that it would have probably been a much better movie if they'd increased the running time a little. Eragon and Brom (the aforementioned Jeremy Irons) are both afforded plenty of characterisation as does Saphira, the Dragon who sounds like Rachel Weiz, but everyone else is merely there to fill in the blanks. Sienna Guillory is only there to provide Eragon with somebody to rescue and given that they hardly speak, their tearful farewell at the end seems completely forced. Garret Hedlund's Murtagh meanwhile has the potential to be one of the most interesting characters given his back-story, but instead is used only as a mysterious warrior who can get Eragon out of a few tight situations. Djimon Hounsou is similarly wasted, the normally reliable actor turning up at the end dressed in a very silly outfit then doing next to nothing except shout orders.Admittedly, it's not all bad. Rachel Weiz remains as bubbly and lovable as ever despite only doing voice work and there is a bit of fun to be had thanks to the high level of camp. Furthermore, the one major battle scene is also very enjoyable even if it is a bit short and should anyone out there be wondering what would happen if the Taliban came to blows with the Uruk Hai they need look no further. And without meaning to give too much away, the cliff hanger ending is really very good, even if you do see it coming a mile away.This isn't enough to raise Eragon's level anywhere above the category of Must Try Harder sadly. It rips off too much from other movies and is far too contrived to stand on its own toes. If Lord of the Rings was a three course banquet, Eragon is a single course taken from a fast food restaurant's kids menu. Hopefully it'll pick up steam by the time the sequel surfaces.","
            2/10
            "
"jen_ro_hea1","25 December 2006","Personally I thought the special effects were pretty good, and how they made the dragon was cool. That and the people who played Saphira and Brom were really good. Other than that I think that the movie was pretty bad because the filmmakers did not do the people right, such as Arya; she should have had black hair, and where were the two bald men? So characters were missing from the movie, and so were a lot of the main events. Such as Eragon learning to read, the were cat, talking with the dwarf king, the oil spilling on the Urgals in the last battle, the pile of bodies in the one town, training on the field while in the Varden, the pain Eragon went through with Durza'a wound and the elf, and Eragon talking to Brom and learning about dragons. A lot of the events were also messed up, Eragon was supposed to ask Saphira which names she liked, the battle with Durza, Eragon getting hurt and staying in town and then running off and gathering supplies. The costumes were also off; Arya was supposed to have black hair and pointed ears, Durza was supposed to have maroon eyes, the Urgals needed horns, the Raazacs were supposed to have beaks and big capes and they were supposed to ride the evil horses. I could go on and on, but I will end by saying that this movie NEEDS Desperately to be REMADE with people who actually know about the book. And it wouldn't be hard because the movie would probably end up being the length of one of the Lord of the Rings movies (which I think is fun because you can really get into the movie).","
            3/10
            "
"ProudSonOfNewJersey","2 June 2009","The only reason that I gave it 8 out of 10 was the ending. It was only after turning to IMDb that I found out the movie was based on a book series. I can only hope there will be a sequel so that I can see how it ends. It seems that most folks don't like the movie because it wasn't faithful to the book. That happens a lot. I read John Grisham's ""A Time to Kill"", and got sick when the movie came out. So, I can relate to the book fans, but on its own, I just loved the movie. Amazing scenery, good fight scenes, real good special effects, a classic good vs evil theme, an evil wizard...jeez, who could ask for more? I guess I'm not as astute as some of the other reviewers, as I didn't notice any bad acting. I was totally wrapped up in the movie. Now I'm inspired to read the book series.","
            1/10
            "
"pixie_rains","31 December 2007","This movie was amazing! My little nieces absolutely loved it. The acting was excellent. the visual effects were great. I am really excited to see part 2 of this movie hopefully they complete filming it as soon as possible. For those that don't appreciate the movie more then likely it is because you read the book. You need to learn that not all detail can be put into the time frame of a movie a book will always be filled with more. So just watch the movie and appreciate the effort by everyone involved making the novel into a film for you. I certainly enjoyed it and I hope all that watch it in the future keep an open mind so they can enjoy it as well.","
            5/10
            "
"the_iguana_ate_my_socks","17 December 2006","I read Eragon, and rather enjoyed it. It is, however, a pretty typical fantasy novel, with a lot of clichés, and seems to draw a little too much in the way of influence from Lord of the Rings. I went to see the movie just for the heck of it, expecting a mediocre show. Nothing of the sort was presented. You can't condense five hundred pages into one hour and forty five minutes and expect greatness, it just doesn't work like that. Eragon, who was a rather dull, typical character in the book, gets any semblance of life sucked out of him. Arya's entire attitude changes in the movie, and you don't really get enough time to care about any of the characters. When Brom died in the book, I was sad, but in the movie, I honestly didn't care, because you don't get a chance to like or dislike him. The dramatic revealing of Murtagh as Morzan's son has quite the opposite effect that it does in the book, revealed more as an interesting tidbit than anything terribly important. Also, things have been changed drastically for the sake of drama, it seems, including some truly gag-worthy dialog. I would keep a safe distance from this movie if you value the book in the least.","
            5/10
            "
"herospaz","16 December 2006","I am a person who has read Eragon 3 times and knows the story pretty well, but you didn't even have to read it once to tell that they butchered it. That may seem a little strong to you, but I don't even think that they read the book. They didn't include any of the cities Eragon and Brom went to, nor did they show Eragon practicing magic or swordplay with Brom. By trying to cram everything in from a 500 page book to a 100 minute movie was impossible and they shouldn't even have tried. They changed the story around so much because they were trying to fit in into the time, but different people did different thing and the even changed what the Ra'zac looked like. And what was up with them killing the Ra'zac? What's going to happen in the second movie? They didn't even give Arya pointed ears!!! Yet that was the simplest thing they could have done. Oh yes, and Saphira just grew immensely in one flight that in the book took about a month. I'm sorry, but I expected this movie to disappointing, but not this bad.","
            9/10
            "
"kittenh","6 February 2007","First of all, the plot was poorly put together and just straight up sucked. It was terribly unoriginal; a poor boy finds something amazing and turns into a great warrior.. blah blah. We've seen it a hundred times. Perhaps it's my imagination, but doesn't it remind you of ""Willow""?(that movie about a midget who finds a baby) or LOTR(witch was good, but my point is it also is about a small dude who finds a ring of power)? Basically, the plot was unoriginal and stupid.Second, the duologue was just cheesy. I'm talking gooey nacho cheese melting all over the movie. Enough said. I gotta go get some of that cheese..yummy...Third, there was ABSOLUTELY NO CHARACTER DEVELOPENT. OK, suddenly we gotta go save a princess? And when we do she's suddenly a good friend of ""our"" hero? Then when that guy dies, I forgot his name(hehe) it's like, ""um, who cares?"" you never get to know any of the characters. That said, you can't feel anything for them when they are hurt or die.I may not be a fan of fantasy movies, but believe me, I know a pile of fantastic crap when I see it.","
            3/10
            "
"elranis","7 January 2007","As a film, it's not the worst thing I've seen. But it's not Eragon. 1)Arya looked like a real bitch (she had loved one of those elfs who were killed in the beginning BUT she flirted with Eragon) 2)She was blond, no pointed ears etc. 3)Eragon was too wise (in the book he had problems everywhere) 4)What happened to Horst? 5)Sloan was too nice person. 6)No insect would live on Razac! 7)Saphira was a mutant(she increased 5 meters in 5 minutes. Too fast) 8)Urgals were a race, not some kind of dirty humans 9)Gedwey ignaesia was weird. 10)Where was Yazuac? 11)Angela was a Character, not just a fortuneteller 12)Where was Solembum? 13)Where was Teirm? 14)Murtagh acted like a thief. 15)Brom's death was so pathetic 16)Durza did everything with his nails. 17)Saphira didn't know that she was able to transform stone into glass 18)Farthen Dur was weird 19)Struggle between Durza and Eragon was very different from this in the book 20)and so on... We have democracy in our family. 2 of us said ""9 points"" two of us said ""2 points"" That's why I give an average:5 points","
            4/10
            "
