"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Movieguy_blogs_com","6 December 2005","C.S. Lewis' classic is reborn in 'The Chronicles of Narnia: The Lion, the Witch and the Wardrobe', when four children from war-torn England find themselves transported to a land of myth and fantasy. It has been foretold that they will bring peace to Narnia. But can they survive the evil treachery of the mysterious White Witch who claims to be Queen? In this rendition, C.S. Lewis' imagination is brought to life with amazing special effects. Centaurs, Fauns, and Gryphons all come to life in this great body of work. The whole family will enjoy this film. Liam Neeson is wonderful as Aslan the Lion.I can not say that was all that impressed with Tilda Swinton as the White Witch. She looked the part, but did not seem as treacherous as I had hoped.Overall this is a really good film. If you are familiar with the story, then there are no real surprises, but makes up for it with incredible CGI animation.","
            6/10
            "
"Rathko","12 December 2005","A strangely disappointing experience given the quality credentials of just about all involved.The relative inexperience of the writers is clearly evident. Whether seen as a metaphor for a world without God (hell), or the Nazi regime, the cultural and social landscape of Narnia is ripe with potential, none of which is realized here. The White Witch's regime is not explored, we are not told who she is, where she came from, how or why she took over the world. She lacks any motivation or real emotional drive. Similarly, the children seem happy to throw themselves into a war without a second thought of home. Nothing in this story is ever explained, we are simply expected to accept it without question, which is a far more dictatorial representation of Christianity than Lewis ever intended. The plotting lacks energy and momentum, with no real sense of suspense. The characterization is weak and one-dimensional. But even more surprisingly from the creators of Shrek, is the complete lack of humor.The acting is sound from all but the leads. The two older children struggle to bring the necessary range of emotion to their roles, with Moseley in particular presenting a decidedly weak interpretation of heroic kingliness. The two younger children luckily make up for their on screen siblings' shortcomings, with Henley bringing the wide-eyed innocence to Lucy that the role requires, and Keynes displaying a surprising amount of subtlety as the eternally wronged and resentful Edmund. McAvoy and Swinton are both excellent and at times are required to carry the movie alone.The CGI is competent, but little more. It's always good to see Fauns and Centaurs running around, but it doesn't break any boundaries in terms of design or execution. There's none of the thrill of the vast armies of Middle Earth, or the attention to the minutiae of Narnia that is really necessary in realizing a new world from scratch.Disney clearly hopes that this will bring them the rewards that 'Lord of the Rings' brought New Line Cinema and 'Harry Potter' is bringing to Warner Brothers. But 'The Lion, the Witch and the Wardrobe' lacks the emotional depth, epic range, creative inventiveness and dramatic urgency of the 'Rings' trilogy. Similarly, it has none of the humor, camaraderie, charisma or charm of 'Harry Potter'. Judging from the audience that I saw it with, it will be very popular, and a sequel is very probable, but unless Narnia finds some heart and soul, the complete cycle seems unlikely.","
            10/10
            "
"becksy_8","5 December 2005","The visuals for this film are absolutely stunning. Just breathtaking. The acting is done well, the voice-overs included. the CG animation on the creatures are marvelous. I read this series over and over as a child and just re-read them recently in anticipation of the movie. Although as a purist-at-heart I was slightly disappointed to see even a second of the precious work edited, overall I am amazed at how well they adapted the tale to fit into a neat little 2 hour time frame. I feel that nothing important was omitted and the parts that were adjusted in the script were done so well that it still could have passed for C.S. Lewis' own hand. I was lucky enough to preview this film (and to see it free, to boot), but I am certain that I will be trekking to the theatre to see it a few more times on the big screen. BRAVO!","
            6/10
            "
"MovieAddict2016","3 January 2006","I left ""Narnia"" feeling kind of cold. I loved the books as a child, and most specifically ""The Lion, the Witch and the Wardrobe,"" which I read numerous times when I was young...but no matter how faithful the adaptation is - story-wise - some elements don't fit into place.I think it's one of those books that is better off left as a book. The themes and actions that take place in C.S. Lewis' Christian allegory do not translate well to the screen. I felt that something was off. The direction by Andrew Adamson (""Shrek"") is commendable, but the second half of the movie is very bright, the animation throughout is quite poor (except for Aslan), and the final battle comes across as utterly silly.Also, by squeezing the book into a two-hour movie whilst still retaining the essence of the novel, Adamson's film lacks cohesion. It all happens too fast. The characters are rather thin and I felt as if some scenes were handled poorly. For example, when Edmund first meets the White Witch -- if you were a young child who had just stumbled into a world inside a wardrobe, then told by a queen you were going to be the king, don't you think it'd be hard to conceal your excitement? Instead, Edmund returns into the real world, and the only hint we get that he's thinking about Narnia is when a very poor exposition scene occurs with Peter pointing out how Edmund is sulking about.The course of action in the film is poorly developed as well. One minute they're reluctant to fight, the next minute they're armored up. The problem is that with a two-hour film like this, it's hard to develop the characters. In a novel, it's easier - the general narratives of novels make us feel more attached to the characters. WATCHING them is much different - and it's hard to take their decision to join Narnia's battle against the White Witch very seriously at all.Also, maybe I was the only one who noticed that young Georgie Henley (who plays Lucy) was always smiling. Not just a happy smile, though. A wicked smile, like she's just played a trick on somebody and ready to savor the revenge. It's kind of creepy. When she cries at the end, it still looked like she was ready to stab someone in the back and break into a maniacal laugh.Am I being harsh? Probably a bit too much, yes. It's just that coming from a child-at-heart who loved this particular book years ago, I feel the adaptation as a whole is simply mediocre. I felt disattached from the characters, I thought the animation was poor, some scenes were handled poorly, and the final battle was a joke.Overall, it's worth seeing if you like the book(s). I was personally disappointed by the film, but it seems - judging from its IMDb rating - most people weren't.Hopefully the sequel will be better.","
            9/10
            "
"missmissa","10 December 2005","When Peter Jackson made The Lord of the Rings into an epic trilogy, I knew that someday soon my favorite story as a child would come to life. This film is everything I could have hoped for. The special effects were amazing. When the various creatures spoke, it didn't seem like a puppet was speaking, it seemed like the animal was actually speaking. And I don't think anyone has ever managed to make CG fur look this realistic. I am also very impressed with the centaurs. They blended a real person on what was probably CG horse. These centaurs were about 100 times better than the last centaur I saw, which was in Harry Potter and the Sorcerer's Stone. This is also a wonderful film about forgiveness and how families will always stand by one another, even in the darkest of times. This aspect of the film is well acted by all four children in the leading roles. No film is perfect, however. There is at least one shot where the children are very obviously against a backdrop, though I do think there is at least one shot like this in every effects laden film. And while the centaurs are quite impressive, what I think are supposed to be Minotaurs are not impressive at all, they just look like guys in big fury suits, which is probably what they are. There has also been a lot of controversy about how this is some sort of Christian propaganda story, which it's not. It's a fantasy just like Harry Potter, The Lord of the Rings, or Star Wars. I'm really surprised more controversy hasn't been raised over the fact that you basically have children leading others into battle. This idea is kind of a risky notion in today's political climate. This idea will probably go over most children's' heads, but it is definitely something to think about as an adult. I saw this film in an auditorium full of children, parents, grandparents, and teenagers and the end was met with thunderous applause. This is a truly beautiful film that appeals to the young and the old in all of us.","
            8/10
            "
"JamesHitchcock","22 January 2014","As a child, I was never a great lover of C. S. Lewis's ""The Chronicles of Narnia"". The books were always too preachy in tone for my liking, and if there was one thing that was guaranteed to kill a book stone dead for me it was the suspicion that the adult world were using it to put forward some morally improving message. My suspicions were confirmed when a classmate of mine, a boy whose great ambition, even at the age of ten, was to be Archbishop of Canterbury when he grew up, explained to me that the whole series was essentially one long extended Christian allegory. (And yes, he probably did use the word ""allegory"" even at that tender age). I have never been tempted to revisit the books in adult life, so was surprised that I enjoyed the film version of ""The Lion, the Witch and the Wardrobe"" so much. The story opens in London during the Second World War. Four siblings, Peter, Susan, Edmund and Lucy Pevensie, are evacuated during the Blitz to a large house in the countryside, owned by an eccentric professor. While playing hide-and-seek one day they discover a wardrobe which acts as a gateway into the fantasy land of Narnia. Once there, they get caught up in a power-struggle between Aslan the Lion and Jadis, the evil White Witch. White witches, of course, are normally portrayed as being on the side of good, as opposed to the evil black witches, but in the case of Jadis the adjective relates not to her moral character but to her love of dressing in that colour and to the fact that under her rule Narnia is an icy wilderness, a land ""where it is always winter but never Christmas"". From what I can recall, the film follows Lewis's plot fairly closely, so for those who like that sort of thing the religious symbolism is still there. Aslan clearly represents Christ and Jadis the Devil. There are parallels to the Fall of Man, with a bowl of Turkish Delight standing in for the apple, and to the Crucifixion and Resurrection. This symbolism is, however, applied lightly enough to enable the film to be enjoyed as a family fantasy adventure rather than as a beginner's guide to the Christian religion. Lewis was a colleague and close friend of J R R Tolkien, so it is perhaps appropriate that ""The Lion, the Witch and the Wardrobe"" has something in common with Peter Jackson's ""Lord of the Rings"" trilogy, which was also shot in New Zealand, especially during the battle scenes near the end. It is, however, somewhat lighter in tone than Jackson's mighty epic.On the acting side, the one really outstanding contribution comes from an icily seductive Tilda Swinton as the White Witch. Aslan comes across as a bit one-dimensional, noble and heroic and not much else, but that is less the fault of Liam Neeson, who provided the voice, as of Lewis, who wrote him like that.Lewis's mythology was essentially a hodge-podge of various other mythologies, especially Greek, so the film features such creatures as fauns, centaurs, griffins, minotaurs, dwarfs and various talking beasts, and the computer-generated imagery is able to bring all of these vividly to life. One thing which did not strike me as a child was just how surreal Lewis's world can be, possibly because surrealism was not a concept with which I was really acquainted at the age of ten. This is, however, something brought out in the film version, particularly in the early scenes where the children enter that eerie snow-covered world, a world where Victorian lamp-posts mysteriously sprout in the middle of a dense coniferous forest, where rather camp fauns invite you back to their homes for tea and cakes and where beavers talk with cockney accents and eat fish-and-chips. Who could fail to enjoy a world like that? Perhaps Lewis, the staid, conservative, devoutly religious Oxford don, had more in common with Salvador Dali than he might have liked to admit. 8/10","
            7/10
            "
"WriterDave","10 May 2006","Adam Adamson's film adaptation of C. S. Lewis' first entry in his classic Narnia Series starts off awkwardly like a combination of the ""Wizard of Oz"" and ""Lord of the Rings."" The filmmakers spend too much time early on trying to be cute and Disney-fy the product while clumsily presenting scenes composed of live-action actors and not-so-great computer effects. The result, not surprisingly is like an animated film with some flesh-and-blood actors spliced in. However, once you get used to the film stylistically, all is mostly forgiven.The filmmakers finally find solid ground when they really start to dig deeply into the story and reveal the blending of nature-based neo-paganism with medieval Christian mythology and wrap it up nicely into a children's fairytale. It's when you start to realize the white witch (played effectively by the always somewhat creepy Tilda Swinton) represents the old pre-Abraham polytheism demanding animal and human sacrifice for appeasing the pantheon of gods/goddesses and the lion king, Aslan, represents the Christian view of one self-sacrificing god that you remember the brilliance of Lewis' source material. And while it isn't terribly well executed, the epic ""Battle-Beast"" style showdown at the end is pretty entertaining from a visual and imaginative standpoint.","
            10/10
            "
"bertsaraco","4 December 2005","The audience at this afternoon's preview screening of The Lion, The Witch & The Wardrobe, at New York's AMC 25 theater in Times Square, broke out in spontaneous applause at least three or four times. It seems that director Andrew Adamson has brought a thaw to normally-jaded New Yorkers as well as to the 100-year winter of Narnia. The movie pulls the viewer into the story right from the opening scenes of war-ravaged England, where siblings Lucy, Susan, Peter and Edmund (wonderful performances by all) are sent from their homes to the relative safety of 'the professor's' country estate where, during a game of hide-and-go-seek, young Lucy hides in the wardrobe only to discover the passage to the land of Narnia. From this point, the multi-layered story of betrayal, courage, sacrifice, redemption and hope unfolds into a briskly paced 2 hour and ten minute adventure that leaves the viewer emotionally charged and thoroughly entertained. The musical score is appropriately stirring and moody. The computer generated creatures are sophisticated to the point where the technology disappears and you begin to accept the performance, and not the special effect! This brings us to Aslan - if the talking lion didn't work, the movie would fold in on itself and go away. Aslan works,however, and works very well. Voiced by Liam Neeson, Alsan is both believable as a 'literal' lion and as Aslan, talking lion, King of Narnia. Aslan's face is expressive and noble, and Neeson's voice acting has strength and dignity. This film succeeds on so many levels, it would be possible to discuss it in many different veins: the direction, the story's surface-level themes, the theological possibilities, the drama, the fantasy, the adventure.... Yes - it's an action film, a dramatic film, a fantasy, a somewhat-dark (yet hopeful) fairy-tale. It has humorous moments and frightening moments, like most truly great 'family' films always seem to have. The bottom line is, this is a film that will leave you the better for having seen it. There's much to reflect on and much to simply enjoy - there's certainly enough to keep you thinking for a while, and that's always a good thing. Aslan, indeed, is on the move!","
            7/10
            "
"Edu-16","11 December 2005","This review courtesy of someone who grew up in a house called 'Narnia' (replete with lamp-post in garden)- and as an adult who now owns a boat called 'Dawn Treader'. I guess I'm a bit of a Narnia nut in the same way that King Kong is a bit of a monkey. I read the Chronicles many many times as a child and I've recently had the pleasure of reading them all over again - to my own children.All of which means (a) I'm not very objective about the film - and (b) I had some major 'views' about how things ought to be done prior to the screening.For those out there with similar Narnia heritage I think you will be pleasantly surprised. I personally enjoyed the effort a lot - and on only a very few occasions did I sniff disapprovingly into my popcorn. The kids (9 & 7 respectively and with a mere single reading under the belts!) loved every minute of it.The good things. Lucy ( in looks a sort of mini Ann Widdecombe for all you UK politicos out there) was very good. Think the director must take a lot of credit for her performance. If Lucy had been bad, then this venture would have failed. Thankfully she shines. The others children I thought were a little ho-hum with Peter being the weakest.Tumnus was excellent - although our more cynical time applies some rather uncomfortable sinister overtones to the scenes with Lucy.Yes the Beavers were fun - as was the fox. Could have done with more explanation about the whole 'animals' talking thing though. It's remarked on rather too briefly I thought. (One of many problems with doing this book first instead of The Magicians Nephew - which explains the genesis of Narnia, how the animals start speaking and where the white witch comes from etc.) The White witch? - pretty good I thought, although maybe a little one dimensional. However I didn't like her 'home' which I felt as others have noted derivative and out of place in look and architecture to the rest of Narnia.Aslan - bang on. There is nothing CGI cant do now. (My brother and nephew wanted Aslan to be larger relative to other animals. My recollection of the book suggested he changed size to fit the occasion - so I had no problems myself) The stone table scene. Excellent and very true to the book.Now for those elements that were for me less good.The wood. Maybe I have the drawings from the books too much in mind - but for me the wood should have been darker, more canopied and claustrophobic. More like being in a wardrobe in fact. And I never felt a sense of size about the wood, or indeed the rest of Narnia. I felt the camera stayed too close the action - and we needed some longer shots. Especially felt in the first meeting with Tumnus - which in other regards was very nearly magical.The battle at the end. Okay so the charge of the Riders of Rohan is perhaps the most impressive film image of our generation - but it's not really what Narnia is about. I craved for something a little smaller in scale - a little more personal and intimate.The waterfall/ ice flow scene. Utter nonsense and superfluous to a story that hardly lacks for dramatic drive. Why he didn't just follow the story as written Ill never understand. The wolves weren't sinister enough in looks either - although I have to admit the 'Jaws' moment with Edmund was suitably scary.The game of cricket and broken window episode. Again - the story as written with the escape from the visitors party and Mrs McCready was subtler and more interesting.Okay - enough gripes. By and large I did enjoy the film and I look forward to the next. I have concerns that as a book Prince Caspian (which I always felt was the weakest) may not support a very interesting movie. I hope that there is commitment to do all of the rest - or at least as far as Dawn Treader - which I think will make a fantastic vehicle for a film....","
            10/10
            "
"amanda01200","24 December 2005","The Chrinicles of Narnia, the lion the witch and the wardrobe, is now my favorite movie! this movie was FANTASTIC! the actors are amazing and the movie is just so exactly like the book. If you read the book and are going to see the movie, you will not be disappointed. The movie was better than i expected actually. It's such an amazing and imaginative movie it's just enchanting. I wouldn't normally give any movie 10 stars, but i gave this one 10 stars out of 10. When i was watching the movie, and seeing all the sets and the props, i felt like i had already seen them before. Like they had taken them right out of my imagination when i was reading the book. I know not everyone will have this feeling, but i did, and it was magical. Even if you don't want to see this movie, go because it really is a spectacular and magical movie.","
            8/10
            "
"BabelAlexandria","5 September 2022","So says Mrs. Macready to the children, but thankfully they do not listen in the book, or in the movie, which is perhaps most notable for clinging so closely to the original. My kiddos and I have been enjoying the Narnia books over the past several months, and they are big fans of them; so they were naturally drawn to the movie too, which I hadn't seen before. Lucy steals the show in both media, and all of us thought she was the best acted; as the youngest, of course, she guides the others with her imagination, which is validated by ""the Professor"" before all four siblings take the plunge into the closet. Probably the most striking scene is not Aslan's death, but Lucy's initial encounter with the faun, Tumnus, in which not only the wonder between the two but also the tension and potential menace is given its space. In fact, the Christianizing elements which are often pointed out by Lewis's critics and supporters take a clear back seat in the movie, which instead chooses to go even further than the book in ""classicizing"" Narnia with figures from Greek mythology, from centaurs, griffons, and satyrs fighting for Peter to the minotaur general and cyclops fighting for the Ice Queen. Both my son and daughter pointed out that virtually the only added scenes were London being bombed, at the very beginning, and the parallel vision of griffons ""bombing"" the Queen's army with rocks before battle was engaged.","
            1/10
            "
"Dan1863Sickles","15 December 2005","So disappointing! I read this book as a child and I cherished every word of it. But the movie misses totally the magic that C.S. Lewis had in mind. There are a couple of nice touches at the beginning -- the eye opening shots of German bombers approaching the city, and the photograph of the father that Edmund tries to preserve. And a great song from the period, ""Oh! Johnny"" just as the magic is starting up.But the film makers just have no stomach for a real story arc for Edmund. They miss the central theme of sin and redemption. How can you have him saved if he can't be dark and nasty at the beginning? I can't believe how wimpy the film is, almost white washing Edmund, like he is in the wrong place at the wrong time, it's not his fault, and so forth. The Turkish Delight scene falls flat -- no sense of temptation, addiction, compulsion, just Edmund sort of flirting with a nice looking lady and walking off on his own power. And so many silly and pointless touches, like the dwarf jumping him with a knife, like a teen age delinquent in a James Dean movie! Now I want to say there are some nice performances -- Georgie Hensley is PERFECT as Lucy -- her reactions are always breath taking and magical. I wish I could see the movie she was ""reacting"" to -- you have to hand it to her for her innocence and freshness. And she and James McAvoy have totally natural chemistry -- the only thing the movie got right. And the young girl who plays Susan is perfectly cast, and going to be a real beauty in a couple of years. It's a shame the script makes her look like more of a whiner than Edmund! Whose bright idea was that? But all of that pales into insignificance compared to the bad battle scenes. My gosh, I have never seen a battle scene I didn't like -- till today. I can't believe how BORING this battle is. No sense of plans, or courage, or even coherent objectives. Animals we don't know running around in circles, fighting generic looking creepy crawlies, while the White Witch pouts and poses like a high fashion model! (You know it's bad when she's hotter than the battle raging all around her.) I thought Tilda Swinton made a lovely White Witch -- but she's badly lit in a lot of key scenes and seems pointlessly silly at times. (""Do you know what -- he betrayed you! For sweeties!"") All in all, this movie just wanders around, as if afraid to come down to brass tacks on who these children really are, and what they really suffer and what they learn.If there was a Christian agenda, it was bungled so badly that no one should be offended. And maybe that was just the point!","
            9/10
            "
